1737659693.362559,10.0.0.1,10.0.0.9,1.6689300537109375e-06,before
1737659693.3671992,10.0.0.1,10.0.0.9,0.00492095947265625,before
1737659693.3679261,10.0.0.1,10.0.0.9,0.0007388591766357422,before
1737659693.3824863,10.0.0.9,10.0.0.1,2.384185791015625e-06,before
1737659693.387192,10.0.0.9,10.0.0.1,0.004724264144897461,before
1737659693.3911855,10.0.0.9,10.0.0.1,0.0039882659912109375,before
1737659693.3994174,10.0.0.1,10.0.0.9,0.031482696533203125,before
1737659693.4013422,10.0.0.1,10.0.0.9,0.031482696533203125,after
1737659693.402928,10.0.0.1,10.0.0.9,0.0035142898559570312,before
1737659693.4064398,10.0.0.1,10.0.0.9,0.0035233497619628906,before
1737659693.4073265,10.0.0.1,10.0.0.9,0.0008878707885742188,before
1737659693.4091609,10.0.0.1,10.0.0.9,0.0018360614776611328,before
1737659693.409799,10.0.0.1,10.0.0.9,0.0006465911865234375,before
1737659693.4109528,10.0.0.1,10.0.0.9,0.0011408329010009766,before
1737659693.4235528,10.0.0.9,10.0.0.1,0.03237414360046387,before
1737659693.424013,10.0.0.9,10.0.0.1,0.03237414360046387,after
1737659693.4289076,10.0.0.9,10.0.0.1,0.005352973937988281,before
1737659693.432618,10.0.0.9,10.0.0.1,0.003709554672241211,before
1737659693.4448562,10.0.0.1,10.0.0.9,0.033905029296875,before
1737659693.4455771,10.0.0.1,10.0.0.9,0.033905029296875,after
1737659693.4461694,10.0.0.1,10.0.0.9,0.0013241767883300781,before
1737659693.4468386,10.0.0.1,10.0.0.9,0.0006659030914306641,before
1737659693.4474933,10.0.0.1,10.0.0.9,0.0006563663482666016,before
1737659693.4482608,10.0.0.1,10.0.0.9,0.0007712841033935547,before
1737659693.4498706,10.0.0.1,10.0.0.9,0.0013968944549560547,before
1737659693.4506857,10.0.0.1,10.0.0.9,0.0010175704956054688,before
1737659693.451605,10.0.0.1,10.0.0.9,0.0009152889251708984,before
1737659693.4522626,10.0.0.1,10.0.0.9,0.0006632804870605469,before
1737659724.6295924,10.0.0.1,10.0.0.9,31.177316188812256,before
1737659724.6305795,10.0.0.1,10.0.0.9,31.177316188812256,after
1737659724.6355705,10.0.0.1,10.0.0.9,0.0059814453125,before
1737659724.6362965,10.0.0.1,10.0.0.9,0.0007388591766357422,before
1737659724.6506033,10.0.0.9,10.0.0.1,31.217979192733765,before
1737659724.6511917,10.0.0.9,10.0.0.1,31.217979192733765,after
1737659724.6550994,10.0.0.9,10.0.0.1,0.004494905471801758,before
1737659724.6609108,10.0.0.9,10.0.0.1,0.00580596923828125,before
1737659724.6719744,10.0.0.1,10.0.0.9,0.035663604736328125,before
1737659724.6728852,10.0.0.1,10.0.0.9,0.035663604736328125,after
1737659724.6734521,10.0.0.1,10.0.0.9,0.0014781951904296875,before
1737659724.675179,10.0.0.1,10.0.0.9,0.0017235279083251953,before
1737659724.676494,10.0.0.1,10.0.0.9,0.0013153553009033203,before
1737659724.678196,10.0.0.1,10.0.0.9,0.0017027854919433594,before
1737659724.6788962,10.0.0.1,10.0.0.9,0.0007157325744628906,before
1737659757.3993142,10.0.0.9,10.0.0.1,32.73840832710266,before
1737659757.4004543,10.0.0.9,10.0.0.1,32.73840832710266,after
1737659757.4052744,10.0.0.9,10.0.0.1,0.005953311920166016,before
1737659757.411445,10.0.0.9,10.0.0.1,0.006177663803100586,before
1737659757.4189556,10.0.0.1,10.0.0.9,32.74004554748535,before
1737659757.419689,10.0.0.1,10.0.0.9,32.74004554748535,after
1737659757.4251385,10.0.0.1,10.0.0.9,0.0061817169189453125,before
1737659757.4264476,10.0.0.1,10.0.0.9,0.001312255859375,before
1737659765.5922153,10.0.0.1,10.0.0.9,8.165762662887573,before
1737659765.59322,10.0.0.1,10.0.0.9,8.165762662887573,after
1737659837.2656646,10.0.0.1,10.0.0.9,71.67344975471497,before
1737659837.2665071,10.0.0.1,10.0.0.9,71.67344975471497,after
1737659837.2714665,10.0.0.1,10.0.0.9,0.0057947635650634766,before
1737659837.2729068,10.0.0.1,10.0.0.9,0.0014405250549316406,before
1737659837.2848852,10.0.0.9,10.0.0.1,79.87344026565552,before
1737659837.2860568,10.0.0.9,10.0.0.1,79.87344026565552,after
1737659837.290953,10.0.0.9,10.0.0.1,0.006062507629394531,before
1737659837.2952793,10.0.0.9,10.0.0.1,0.004309177398681641,before
1737659837.3086264,10.0.0.1,10.0.0.9,0.035729169845581055,before
1737659837.3096359,10.0.0.1,10.0.0.9,0.035729169845581055,after
1737659837.311293,10.0.0.1,10.0.0.9,0.002652883529663086,before
1737659837.3133044,10.0.0.1,10.0.0.9,0.002022266387939453,before
1737659837.3142369,10.0.0.1,10.0.0.9,0.0009343624114990234,before
1737659837.3150496,10.0.0.1,10.0.0.9,0.0008170604705810547,before
1737659837.3158317,10.0.0.1,10.0.0.9,0.00078582763671875,before
1737659837.3171759,10.0.0.1,10.0.0.9,0.001341104507446289,before
1737659837.3188305,10.0.0.1,10.0.0.9,0.0016300678253173828,before
1737659958.0971344,10.0.0.1,10.0.0.9,120.77831840515137,before
1737659958.0981717,10.0.0.1,10.0.0.9,120.77831840515137,after
1737659958.1031985,10.0.0.1,10.0.0.9,0.006069660186767578,before
1737659958.1039488,10.0.0.1,10.0.0.9,0.0007605552673339844,before
1737659958.1186867,10.0.0.9,10.0.0.1,120.82342600822449,before
1737659958.1195462,10.0.0.9,10.0.0.1,120.82342600822449,after
1737659958.1245801,10.0.0.9,10.0.0.1,0.005896091461181641,before
1737659958.1292896,10.0.0.9,10.0.0.1,0.004708051681518555,before
1737659958.1421738,10.0.0.1,10.0.0.9,0.03820919990539551,before
1737659958.1427999,10.0.0.1,10.0.0.9,0.03820919990539551,after
1737659958.1434927,10.0.0.1,10.0.0.9,0.0013322830200195312,before
1737659958.144982,10.0.0.1,10.0.0.9,0.0014820098876953125,before
1737659958.145764,10.0.0.1,10.0.0.9,0.0007836818695068359,before
1737659958.1473098,10.0.0.1,10.0.0.9,0.0015370845794677734,before
1737659958.148405,10.0.0.1,10.0.0.9,0.0011019706726074219,before
1737659958.1495047,10.0.0.1,10.0.0.9,0.0011010169982910156,before
1737660078.9324827,10.0.0.1,10.0.0.9,120.7829122543335,before
1737660078.9347641,10.0.0.1,10.0.0.9,120.7829122543335,after
1737660078.945959,10.0.0.1,10.0.0.9,0.01348257064819336,before
1737660078.949393,10.0.0.1,10.0.0.9,0.01348257064819336,after
